id,user_id,created_at,updated_at,factor_id,aal,not_after,refreshed_at,user_agent,ip,tag
fd609d35-444a-4040-8a69-59f0d4867a7e,3333254c-fa40-4fe7-b727-1a4866d16a7f,2025-03-27 11:52:11.769671+00,2025-03-27 11:52:11.769671+00,,aal1,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",31.60.74.254,
