session_id,created_at,updated_at,authentication_method,id
fd609d35-444a-4040-8a69-59f0d4867a7e,2025-03-27 11:52:11.785057+00,2025-03-27 11:52:11.785057+00,otp,d61b34dc-4611-40db-b0cb-cdd612d8a962
